epoch,avg_reward,avg_quality_score,success_rate,complete_core_deployment_rate,sla_satisfaction_rate,full_sla_satisfaction_rate,dependency_satisfaction_rate,resource_balance_score,link_congestion_score,business_balance_score,placement_resource_score,placement_business_score,future_feasibility_score,used_link_congestion_score,random_baseline_win_rate,avg_episode_delay_ms,avg_algorithm_latency_ms,p95_algorithm_latency_ms,resource_fail_count,total_requests,updated_episodes,actor_hit_rate,fallback_count,epoch_time_s,epsilon,reliability_scale,strict_reliability_prob,top_failure_reasons,eval_epoch,eval_avg_reward,eval_avg_quality_score,eval_success_rate,eval_dependency_satisfaction_rate,eval_resource_balance_score,eval_link_congestion_score,eval_business_balance_score,eval_placement_resource_score,eval_placement_business_score,eval_future_feasibility_score,eval_used_link_congestion_score,eval_avg_episode_delay_ms,eval_avg_algorithm_latency_ms,eval_p95_algorithm_latency_ms,eval_total_requests,eval_actor_hit_rate,eval_fallback_count,eval_top_failure_reasons,imitation_coef,entropy_coef,eval_quality_best_so_far,eval_reward_best_so_far
39,22.078629354380237,0.6961510898220442,100.0,100.0,100.0,100.0,100.0,0.6876140301657443,0.4194958176854573,0.9730849196158633,0.18070814019765924,0.9550018629601544,0.7131761842103532,0.3810854929214408,0.0,13.991588299999998,43.18693197183772,141.1689741869486,0,400,400,27.91666666666667,3460,269.17681312561035,0.19708102088214183,1.0,1.0,[],39,21.167404324406007,0.6959058691568066,100.0,100.0,0.6862452670548538,0.425435020200217,0.9716281954733633,0.1592075077854806,0.9415089108169831,0.7134136759333182,0.3504138632217228,11.589698750000002,51.66273724300178,155.4287172057229,48,100.0,0,[],0.33225,0.007125,0.6982039292584924,21.167404324406007
40,22.104996341724835,0.7004080984890034,100.0,100.0,100.0,100.0,100.0,0.6873102156869954,0.4222749413670722,0.9697827239966899,0.20941857796056468,0.9501775717350958,0.7144209725139629,0.3912384786092109,0.0,14.38105335,38.53444514784012,91.2425457595583,0,400,400,27.6875,3471,243.85769391059875,0.1941248055689097,1.0,1.0,[],40,20.5731974640623,0.6958203281174958,100.0,100.0,0.686300467791988,0.42539649485251174,0.9718126299795302,0.153911047725319,0.9325274474139406,0.7132641771205052,0.34565986426025325,9.679686250000001,51.013109435315435,159.1066322885672,48,100.0,0,[],0.32999999999999996,0.007,0.6982039292584924,21.167404324406007
41,22.58187776798228,0.7047356317585733,100.0,100.0,100.0,100.0,100.0,0.6878365615858959,0.4206562540676569,0.9799041333690454,0.21434630075216404,0.9633797065522305,0.7149935556473013,0.3915884715173401,0.0,12.92485085,66.64964169028585,173.39960386190796,0,400,400,28.333333333333336,3440,422.92491006851196,0.19121293348537605,1.0,1.0,[],41,21.046231587605615,0.692928315335445,100.0,100.0,0.6856923932915854,0.4253716588668928,0.9706125639549946,0.14860731035854477,0.9415088130396887,0.7134476902434054,0.35287751759574665,12.134129999999999,53.25218833170059,172.86535951650876,48,100.0,0,[],0.32775,0.006875000000000001,0.6982039292584924,21.167404324406007
42,22.56001390354075,0.7041035711833422,100.0,100.0,100.0,100.0,100.0,0.6878307877345955,0.4206409694860615,0.9795075791531309,0.21458629687789454,0.9619928332040019,0.7147696293574777,0.39436572958180605,0.0,12.86810935,66.87781331000829,173.45202021504517,0,400,400,26.479166666666664,3529,422.94867300987244,0.1883447394830954,1.0,1.0,[],42,20.493302533681547,0.6851483826076278,100.0,100.0,0.6846062426362537,0.4251738318658802,0.9703491804046851,0.11656605701612312,0.9414241359507431,0.7136670018687276,0.3532944621744108,12.7495925,53.140184750317424,171.50510066712738,48,100.0,0,[],0.3255,0.00675,0.6982039292584924,21.167404324406007
43,22.047010540622477,0.6955226935525638,100.0,100.0,100.0,100.0,100.0,0.6876376325655542,0.41951069080588765,0.9715819478691072,0.1784868048573144,0.9548092161446445,0.7130520856238605,0.38220415516328204,0.0,13.887131799999999,44.80992736836015,143.49064210909998,0,400,400,27.9375,3459,283.7164239883423,0.185519568390849,1.0,1.0,[],43,20.81049357761525,0.6888847470362919,100.0,100.0,0.6856582675562516,0.42518528567332226,0.9716719379583697,0.14225939373579086,0.9472180066965401,0.7135696901969419,0.3684854521411573,13.305442916666669,53.447418418323245,165.61027413157717,48,100.0,0,[],0.32325,0.006625000000000001,0.6982039292584924,21.167404324406007
44,22.07917298936643,0.6999791739648689,100.0,100.0,100.0,100.0,100.0,0.6873491604100131,0.42227643285969035,0.96814119162417,0.20614024576277154,0.9505997732516771,0.7142298017892028,0.3898260160096416,0.0,14.3498254,40.22937410950059,92.42989370439305,0,400,400,29.4375,3387,257.5804879665375,0.18273677486498624,1.0,1.0,[],44,20.854052369767114,0.6984299447793315,100.0,100.0,0.6861362739886884,0.42540420722903755,0.9709505436775002,0.16072713153722215,0.9319997636313208,0.7133874256047337,0.3397453239838026,9.2425375,53.798853675314405,162.0762271256899,48,100.0,0,[],0.32099999999999995,0.0065,0.6984299447793315,21.167404324406007
45,22.58187776798228,0.7047356317585733,100.0,100.0,100.0,100.0,100.0,0.6878365615858959,0.4206562540676569,0.9799041333690454,0.21434630075216404,0.9633797065522305,0.7149935556473013,0.3915884715173401,0.0,12.92485085,67.16336190814823,173.41686364692578,0,400,400,27.72916666666667,3469,424.363951921463,0.17999572324201144,1.0,1.0,[],45,20.993762797672957,0.6961015457689058,100.0,100.0,0.6858340360483558,0.4253551144783654,0.9708571951881492,0.16072714217942916,0.9414613224894955,0.7135416600417784,0.3512192829022363,11.747118749999998,52.90586138547345,169.89074635399447,48,100.0,0,[],0.31875,0.0063750000000000005,0.6984299447793315,21.167404324406007
46,22.56001390354075,0.7041035711833422,100.0,100.0,100.0,100.0,100.0,0.6878307877345955,0.4206409694860615,0.9795075791531309,0.21458629687789454,0.9619928332040019,0.7147696293574777,0.39436572958180605,0.0,12.86810935,67.12522367967115,173.06341727566178,0,400,400,26.791666666666664,3514,424.38189482688904,0.17729578739338125,1.0,1.0,[],46,20.850540536471968,0.691899645238457,100.0,100.0,0.6854336042321596,0.42522411585194586,0.9711119666447136,0.14717915441446924,0.941474155686095,0.7135242879663214,0.3583341433135622,12.022615000000002,53.250425988633445,172.77538683320017,48,100.0,0,[],0.3165,0.00625,0.6984299447793315,21.167404324406007
47,22.047010540622477,0.6955226935525638,100.0,100.0,100.0,100.0,100.0,0.6876376325655542,0.41951069080588765,0.9715819478691072,0.1784868048573144,0.9548092161446445,0.7130520856238605,0.38220415516328204,0.0,13.887131799999999,44.88974976562531,144.362088884045,0,400,400,28.25,3444,283.97999811172485,0.17463635058248053,1.0,1.0,[],47,21.151594046700016,0.7003268571042797,100.0,100.0,0.6867219098425313,0.4252926781964799,0.9712872451364291,0.17659505553096197,0.9417050232035852,0.7134274288846519,0.3519487096911043,10.740863333333332,53.44858683156417,169.1210986342412,48,100.0,0,[],0.31425,0.006125,0.7003268571042797,21.167404324406007
48,22.07917298936643,0.6999791739648689,100.0,100.0,100.0,100.0,100.0,0.6873491604100131,0.42227643285969035,0.96814119162417,0.20614024576277154,0.9505997732516771,0.7142298017892028,0.3898260160096416,0.0,14.3498254,40.291027663661225,94.03759081098535,0,400,400,28.58333333333333,3428,257.7932028770447,0.17201680532374333,1.0,1.0,[],48,20.662902877929962,0.6884182055564398,100.0,100.0,0.6853508770465502,0.4251935007010061,0.970638718962244,0.13312446021470606,0.9404594897349364,0.7135252350446049,0.3619783950666271,11.76000666666667,53.01741067847211,155.37076915796206,48,100.0,0,[],0.312,0.006,0.7003268571042797,21.167404324406007
49,22.58187776798228,0.7047356317585733,100.0,100.0,100.0,100.0,100.0,0.6878365615858959,0.4206562540676569,0.9799041333690454,0.21434630075216404,0.9633797065522305,0.7149935556473013,0.3915884715173401,0.0,12.92485085,67.09380839652718,173.9018277094874,0,400,400,30.125,3354,424.2454631328583,0.16943655324388718,1.0,1.0,[],49,20.684265821324246,0.6901376417940135,100.0,100.0,0.6851926753521358,0.42514074308882527,0.9700360278847225,0.13210357760344812,0.9423983356810338,0.713562249539819,0.34903038563298083,11.818394583333335,53.334625735967876,173.7020526498236,48,100.0,0,[],0.30974999999999997,0.005875,0.7003268571042797,21.167404324406007
50,22.535648492029186,0.7040550264777068,100.0,100.0,100.0,100.0,100.0,0.6878226866248931,0.4206409694860615,0.9800870603492734,0.21392968083794084,0.9613933516574451,0.7147857249455334,0.39342958390941646,0.0,12.8184803,67.07142792203436,173.27937235797432,0,400,400,29.45833333333333,3386,425.03055787086487,0.16689500494522888,1.0,1.0,[],50,20.894574172558794,0.6933579806573708,100.0,100.0,0.686129946439344,0.42527590592519426,0.9706600684894812,0.1527120991907667,0.9386394770986394,0.7134262493229651,0.3570891565000813,11.460965416666667,53.06589919612432,172.2449500309085,48,100.0,0,[],0.3075,0.00575,0.7003268571042797,21.167404324406007
51,22.021801332912208,0.6952056775659519,100.0,100.0,100.0,100.0,100.0,0.6876350622587389,0.41951069080588765,0.9720398426828938,0.17704603588472373,0.9541725062567863,0.7130750142321395,0.3811419417330067,0.0,13.96322415,45.28344517402729,146.80422774705218,0,400,400,29.35416666666667,3391,286.19935369491577,0.16439157987105044,1.0,1.0,[],51,21.309535953269958,0.69707341398303,100.0,100.0,0.6865489800826086,0.42526074940068254,0.9713787539939692,0.16629661165878493,0.9447259395726725,0.7134825654809959,0.35256372982345346,12.3966175,53.40848870135536,167.88668149030855,48,100.0,0,[],0.30525,0.005625000000000001,0.7003268571042797,21.309535953269958
52,22.084641103483218,0.7009387252108499,100.0,100.0,100.0,100.0,100.0,0.6873954147101816,0.42230106589081773,0.9673042965097638,0.21232036303435092,0.9501106501223552,0.7141439984425358,0.39222465350591584,0.0,14.3174895,40.32350349519523,91.04583052467184,0,400,400,29.6875,3375,257.2678699493408,0.16192570617298468,1.0,1.0,[],52,20.89069872412502,0.6920632127538436,100.0,100.0,0.685703059565223,0.42527590592519426,0.971000417104508,0.1451115961012034,0.9410519842733148,0.7134349308968847,0.3527378567422441,12.305102083333333,52.93535533857923,170.7281973713907,48,100.0,0,[],0.303,0.0055,0.7003268571042797,21.309535953269958
53,22.512979957544403,0.7036926826588996,100.0,100.0,100.0,100.0,100.0,0.6878122733990827,0.4206628332457024,0.9790316582134878,0.21032751612398815,0.961979127447501,0.7148988030445902,0.3920245520042466,0.0,12.784476049999999,67.77310321260907,173.83292568760223,0,400,400,28.979166666666664,3409,425.04606223106384,0.15949682058038991,1.0,1.0,[],53,21.110201511669118,0.694973892863224,100.0,100.0,0.6860217208488076,0.425284109340768,0.9724334030456468,0.154918455440967,0.940960760147734,0.7135433678591792,0.3501546397454085,11.636095,53.57079004837336,175.60976948712775,48,100.0,0,[],0.30074999999999996,0.0053750000000000004,0.7003268571042797,21.309535953269958
54,22.493567379879813,0.7031646583393456,100.0,100.0,100.0,100.0,100.0,0.6877941762306284,0.4206524227156682,0.97875501878295,0.2094960186805155,0.9608494018686418,0.7146664621484657,0.39259120780654444,0.0,12.70675745,67.65879713957779,173.80668749679896,0,400,400,30.125,3354,425.3316659927368,0.15710436827168406,1.0,1.0,[],54,21.046501448494695,0.6937149324541229,100.0,100.0,0.6858737089353549,0.4251935007010061,0.9710542929127771,0.15269244116315658,0.9422123898804116,0.713495890280476,0.35217980951665134,12.541844583333335,53.26679478978096,171.9135054772778,48,100.0,0,[],0.2985,0.0052499999999999995,0.7003268571042797,21.309535953269958
55,22.03227026246178,0.6950980498531174,100.0,100.0,100.0,100.0,100.0,0.6876646456470167,0.4195355385450034,0.9700884756487198,0.17712828707161146,0.9544036215318192,0.712862968399651,0.38180454011716686,0.0,14.065118900000002,45.271992794802514,144.6305294392368,0,400,400,29.91666666666667,3364,285.8160698413849,0.1547478027476088,1.0,1.0,[],55,21.120270505333565,0.6971703683009185,100.0,100.0,0.6864089610141791,0.42532628346463114,0.9716132747420893,0.1654462849637037,0.9407871507259563,0.7134276156627802,0.3547513184749347,10.982796666666667,53.67745101337581,164.25466468412193,48,100.0,0,[],0.29625,0.005125,0.7003268571042797,21.309535953269958
56,22.084641103483218,0.7009387252108499,100.0,100.0,100.0,100.0,100.0,0.6873954147101816,0.42230106589081773,0.9673042965097638,0.21232036303435092,0.9501106501223552,0.7141439984425358,0.39222465350591584,0.0,14.3174895,40.641067991591626,93.8525879097869,0,400,400,29.95833333333333,3362,257.8612611293793,0.15242658570639467,1.0,1.0,[],56,20.75916168399242,0.6977076291213811,100.0,100.0,0.6860816995504594,0.425388165485864,0.9717236359352287,0.15968638245424022,0.9335635926823921,0.7133707534951766,0.3444209868819487,9.321913333333333,53.802713527754044,161.8902408680151,48,100.0,0,[],0.294,0.005000000000000001,0.7003268571042797,21.309535953269958
57,22.512979957544403,0.7036926826588996,100.0,100.0,100.0,100.0,100.0,0.6878122733990827,0.4206628332457024,0.9790316582134878,0.21032751612398815,0.961979127447501,0.7148988030445902,0.3920245520042466,0.0,12.784476049999999,67.76945017839049,174.2341829903671,0,400,400,30.833333333333336,3320,425.43984508514404,0.15014018692079875,1.0,1.0,[],57,21.13968558147333,0.6963197010738947,100.0,100.0,0.6860153710880548,0.4253453589768606,0.9722878619615013,0.15890468335142557,0.9415183829613331,0.7134875563148366,0.34627509642426185,11.7757475,53.53650093398857,174.23612966067594,48,100.0,0,[],0.29174999999999995,0.004875,0.7003268571042797,21.309535953269958
58,22.493567379879813,0.7031646583393456,100.0,100.0,100.0,100.0,100.0,0.6877941762306284,0.4206524227156682,0.97875501878295,0.2094960186805155,0.9608494018686418,0.7146664621484657,0.39259120780654444,0.0,12.70675745,67.64381567284543,174.4284442163189,0,400,400,31.333333333333336,3296,425.66158533096313,0.14788808411698676,1.0,1.0,[],58,20.74950845591238,0.6896266541749935,100.0,100.0,0.6854496315532309,0.4251935007010061,0.9706262147815066,0.13436820052107487,0.9416632993831339,0.7135637189773875,0.3545935375100757,12.035617083333335,53.309121673767855,172.455656348684,48,100.0,0,[],0.2895,0.004750000000000001,0.7003268571042797,21.309535953269958
59,22.03227026246178,0.6950980498531174,100.0,100.0,100.0,100.0,100.0,0.6876646456470167,0.4195355385450034,0.9700884756487198,0.17712828707161146,0.9544036215318192,0.712862968399651,0.38180454011716686,0.0,14.065118900000002,45.368023186902064,146.54783852180114,0,400,400,30.333333333333336,3344,286.18367409706116,0.14566976285523195,1.0,1.0,[],59,20.891510842844216,0.6909641919871028,100.0,100.0,0.6856208022441591,0.42518825517895537,0.9717737602740334,0.1474040138679129,0.9450818237083581,0.7135403253991486,0.3605805568178669,13.38393708333333,53.84523816516978,170.08913946014215,48,100.0,0,[],0.28725,0.004625,0.7003268571042797,21.309535953269958
60,22.05665854858158,0.700918563586539,100.0,100.0,100.0,100.0,100.0,0.6874103286846552,0.42230106589081773,0.9666917684505404,0.21077336349784873,0.9496012063074453,0.7141040843565202,0.3896351161093736,0.0,14.269892100000002,40.52763011209511,91.33788233615624,0,400,400,29.08333333333333,3404,257.65426111221313,0.14348471641240346,1.0,1.0,[],60,20.723117393189284,0.6899116590945137,100.0,100.0,0.6845238086821223,0.4251935007010061,0.9703792543743136,0.13124579155320246,0.9417454455069864,0.7135583103964619,0.3508809087449232,11.495435833333332,53.327910291550836,163.3460595184806,48,100.0,0,[],0.285,0.0045000000000000005,0.7003268571042797,21.309535953269958
61,22.5399847807955,0.7030096328072415,100.0,100.0,100.0,100.0,100.0,0.6877371656080572,0.42067445127315933,0.9771938747530219,0.20573250000208884,0.9632287930919758,0.7146239564508489,0.388349719889547,0.0,13.171968750000001,67.89136562823236,174.61582081239612,0,400,400,30.22916666666667,3349,425.49334716796875,0.14133244566621742,1.0,1.0,[],61,20.954487170413177,0.6962445909049734,100.0,100.0,0.6861113705657079,0.42535873452286044,0.9728397107676087,0.1579748991797855,0.9389587165674703,0.7134073272609346,0.35191333089824556,10.267669583333333,53.20683044098789,173.07247941134847,48,100.0,0,[],0.28275,0.004375,0.7003268571042797,21.309535953269958
62,22.528897209585168,0.7027915278734667,100.0,100.0,100.0,100.0,100.0,0.6877162430707656,0.42065985325097005,0.977509430112218,0.2081515016941215,0.9616683955078987,0.7143902391664139,0.3918593952388326,0.0,13.01797125,68.13736218804783,173.59491101531603,0,400,400,31.6875,3279,428.3954071998596,0.13921245898122414,1.0,1.0,[],62,20.765035801426432,0.6945861185685929,100.0,100.0,0.6860600838920939,0.4253801446142773,0.9726920113654248,0.14810937997468082,0.9342333163031222,0.7133138277734187,0.34763632545020795,9.638232916666666,53.219451402684264,173.343539896523,48,100.0,0,[],0.28049999999999997,0.0042499999999999994,0.7003268571042797,21.309535953269958
63,21.99490381311096,0.6945481311668099,100.0,100.0,100.0,100.0,100.0,0.6876677650710132,0.4196006235552824,0.968813328093472,0.17604984631828535,0.9533014806052202,0.7126430971941857,0.38325988318491205,0.0,13.9603334,45.33783886709898,147.16797521745315,0,400,400,28.97916666666667,3409,287.52473497390747,0.13712427209650577,1.0,1.0,[],63,21.094021194941135,0.6954076504130748,100.0,100.0,0.685897666387027,0.4253257669735348,0.9722262302974852,0.15944508394537296,0.9451397575324997,0.7135242968764013,0.3535768454369836,12.367280416666667,53.324815515755596,160.43666311365084,48,100.0,0,[],0.27825,0.004125,0.7003268571042797,21.309535953269958
64,22.083540327564798,0.7014083714381925,100.0,100.0,100.0,100.0,100.0,0.6873703567962269,0.4222895224331843,0.9677808558051609,0.20639975017879952,0.9488333560498678,0.7142104773582202,0.3818447195045407,0.0,13.76282815,40.63975175913887,92.77837684912798,0,400,400,29.1875,3399,257.2280659675598,0.13506740801505818,1.0,1.0,[],64,21.23724857477345,0.6954767907822036,100.0,100.0,0.6860357046960722,0.42533980690289547,0.9708696909800443,0.1613384750763356,0.943648421564605,0.7135232998862328,0.3548854193877818,12.297815,53.53777071849839,169.78002479383576,48,100.0,0,[],0.276,0.004,0.7003268571042797,21.309535953269958
65,22.522324287221988,0.702610703029176,100.0,100.0,100.0,100.0,100.0,0.6878051474009971,0.4206998701284668,0.9767418359687164,0.20909567722875405,0.9631033101908103,0.7145547230336453,0.3970301535945474,0.0,13.00631135,68.16990857681049,174.67657559413053,0,400,400,31.0,3312,428.35498785972595,0.1330413968948323,1.0,1.0,[],65,20.870065385465285,0.6933971932963666,100.0,100.0,0.6858843106921855,0.4252228790388884,0.9710356335942337,0.1528657168216322,0.9388238328902127,0.7135045472739782,0.35497218037817363,11.923423750000003,53.75398800710072,163.2327358828479,48,100.0,0,[],0.27375,0.003875,0.7003268571042797,21.309535953269958
66,22.506518368502178,0.7018932430653365,100.0,100.0,100.0,100.0,100.0,0.6877711126461046,0.4206601774986658,0.9761539605087762,0.20641911679025196,0.9618689269661964,0.7143114646480854,0.39564741005560855,0.0,13.03078855,67.43637401603942,174.32178295774065,0,400,400,31.25,3300,427.6783730983734,0.13104577594140981,1.0,1.0,[],66,20.883897115441954,0.6939820902295678,100.0,100.0,0.6860939168701535,0.42533005140139074,0.9710916638484491,0.15040735086195886,0.9384322672785143,0.7135227943951379,0.3479251248833553,11.583131666666667,53.272004394355264,163.68795553244124,48,100.0,0,[],0.27149999999999996,0.00375,0.7003268571042797,21.309535953269958
67,22.070455328984455,0.6952448041036358,100.0,100.0,100.0,100.0,100.0,0.6877109992970069,0.41966416285124,0.96768806094613,0.18082295474125587,0.9544672710995638,0.7125417757834305,0.38408197799784377,0.0,14.40266075,45.42762722850664,146.30931468036573,0,400,400,31.354166666666664,3295,287.76114988327026,0.12908008930228868,1.0,1.0,[],67,21.07111424802682,0.6959710418558828,100.0,100.0,0.6864230782464125,0.42528955374988137,0.9720387289865444,0.16275065530173335,0.9428230637093881,0.7135653418032349,0.3543203701843131,12.038674583333332,53.307845767651294,161.4163259392808,48,100.0,0,[],0.26925,0.0036249999999999998,0.7003268571042797,21.309535953269958
68,22.089880703318958,0.7018061870375695,100.0,100.0,100.0,100.0,100.0,0.6873792588807323,0.42229795487828153,0.9671325587561361,0.20629622745711035,0.9487120467939678,0.7141752938503109,0.37913123644245644,0.0,13.67694945,40.55954664961973,108.56868038950769,0,400,400,31.60416666666667,3283,256.7615180015564,0.12714388796275433,1.0,1.0,[],68,21.100131853195133,0.6979075669254596,100.0,100.0,0.6864870246704982,0.4253624966882845,0.9723484108290049,0.1616881344629646,0.9423537128495422,0.7134302944552062,0.34659642679861213,10.677867083333334,53.428705055517234,169.3663018382722,48,100.0,0,[],0.267,0.0034999999999999996,0.7003268571042797,21.309535953269958
69,22.522324287221988,0.702610703029176,100.0,100.0,100.0,100.0,100.0,0.6878051474009971,0.4206998701284668,0.9767418359687164,0.20909567722875405,0.9631033101908103,0.7145547230336453,0.3970301535945474,0.0,13.00631135,68.21199443810355,175.1486923219272,0,400,400,29.875,3366,428.4642548561096,0.125236729643313,1.0,1.0,[],69,20.748199471334047,0.6928381820635704,100.0,100.0,0.6859049599176119,0.42525596781594316,0.9723898430039103,0.14627631487918036,0.9376549649231448,0.7133941492156906,0.35023514448704757,11.396667083333334,54.07543287866347,164.2497207724227,48,100.0,0,[],0.26475,0.0033749999999999995,0.7003268571042797,21.309535953269958
70,22.506518368502178,0.7018932430653365,100.0,100.0,100.0,100.0,100.0,0.6877711126461046,0.4206601774986658,0.9761539605087762,0.20641911679025196,0.9618689269661964,0.7143114646480854,0.39564741005560855,0.0,13.03078855,67.68067711160863,174.72293646591422,0,400,400,30.375,3342,428.6746928691864,0.1233581786986633,1.0,1.0,[],70,20.83509057844405,0.6955161701424754,100.0,100.0,0.6862132314049779,0.4253191204700994,0.9719917685298879,0.1558508367641591,0.9386431362988423,0.7133891106439091,0.35421649530590776,10.110882083333333,53.41843730002438,162.1271713826354,48,100.0,0,[],0.26249999999999996,0.0032499999999999994,0.7003268571042797,21.309535953269958
71,22.058993956220565,0.6954498355075401,100.0,100.0,100.0,100.0,100.0,0.6877280578266296,0.41966416285124,0.9669823769732898,0.17968802299179523,0.9540397292150564,0.712500893419336,0.38038160953855926,0.0,14.3990974,45.31289159551609,147.40245712648172,0,400,400,30.0625,3357,286.96497988700867,0.12150780601818335,1.0,1.0,[],71,20.973565739382693,0.6966868447668709,100.0,100.0,0.6865245648443871,0.4253238291727291,0.9720324252866295,0.16837268995880803,0.9403358386525223,0.7134593373980586,0.3616845081960305,11.094803750000002,53.49463048628422,160.95737259718587,48,100.0,0,[],0.26025,0.003125000000000001,0.7003268571042797,21.309535953269958
72,22.114224647860077,0.7020076679156029,100.0,100.0,100.0,100.0,100.0,0.6873750049201416,0.42229795487828153,0.966555251269303,0.20721920507238992,0.9491740785288737,0.7141498081528447,0.38030870191523924,0.0,13.55466885,40.6326221943588,92.66947025673285,0,400,400,32.166666666666664,3256,256.64125180244446,0.11968518892791061,1.0,1.0,[],72,21.009992056665315,0.6944589377836315,100.0,100.0,0.6860918266371222,0.42533980690289547,0.971596520943849,0.1541005816787905,0.9406066798834871,0.7134813801078949,0.3517912729203638,11.643029166666665,53.65402086097978,171.45152401484665,48,100.0,0,[],0.258,0.002999999999999999,0.7003268571042797,21.309535953269958
73,22.52640818667005,0.703222988837776,100.0,100.0,100.0,100.0,100.0,0.6878135353644836,0.4207174995768757,0.9761442220347292,0.21041095231599294,0.9625944973166917,0.7145205497074159,0.3941370247167061,0.0,13.0125902,68.26092569475198,175.75351081239202,0,400,400,30.79166666666667,3322,428.0441138744354,0.11788991109399195,1.0,1.0,[],73,20.816256679806745,0.6922390912184264,100.0,100.0,0.6846138145500887,0.4252099618129958,0.9723237029795723,0.15142609621210767,0.9451708686599058,0.7134897794568124,0.36755273166204944,11.552757083333333,53.8355301929793,163.51531689193504,48,100.0,0,[],0.25575000000000003,0.002875000000000001,0.7003268571042797,21.309535953269958
74,22.50108305070007,0.7023881689442742,100.0,100.0,100.0,100.0,100.0,0.6877792030501912,0.42067061644856774,0.975492559013444,0.20734676343613018,0.9611931624585591,0.7142756139847318,0.3926782796272035,0.0,13.0520843,68.24346554675381,174.85618374375917,0,400,400,30.66666666666667,3328,428.2593472003937,0.11612156242758208,1.0,1.0,[],74,20.89476288612892,0.6923248203080653,100.0,100.0,0.6857232321040211,0.4252406602404733,0.9708101483835025,0.14607002375939432,0.9413820528857176,0.7135354831502231,0.35165049707067125,12.283798750000003,53.71623512890741,163.56694919064464,48,100.0,0,[],0.25349999999999995,0.002749999999999999,0.7003268571042797,21.309535953269958
75,22.085509492578286,0.6958570457164248,100.0,100.0,100.0,100.0,100.0,0.6877378085176585,0.41967356149825735,0.9687425615722843,0.17975878602859044,0.9550016075659059,0.7126944997527974,0.3786891108748647,0.0,14.442361150000002,45.25634492030804,146.20186127966008,0,400,400,32.375,3246,286.71686482429504,0.11437973899116835,1.0,1.0,[],75,21.09307026404669,0.6945241089688147,100.0,100.0,0.6850421640690874,0.42528211918362596,0.9717090367036351,0.1570484574402126,0.9477353089309957,0.7135166331058965,0.35970814814724533,12.109583333333333,53.68645343800279,170.49785242415962,48,100.0,0,[],0.25125,0.0026250000000000006,0.7003268571042797,21.309535953269958
76,22.1517540090993,0.7024438929351231,100.0,100.0,100.0,100.0,100.0,0.6873412361836663,0.4223010643380185,0.966475489499708,0.20531762926357153,0.9488828275850614,0.7141162841939717,0.3746983663721163,0.0,13.430652049999999,40.67918519399427,92.47659988712167,0,400,400,32.89583333333333,3221,255.33438682556152,0.11266404290630082,1.0,1.0,[],76,21.00020493796732,0.6930224074038885,100.0,100.0,0.6857083479776301,0.4252075714634185,0.9709274162088491,0.14928889339578655,0.9443244705650459,0.7135353882733345,0.35028713470877015,13.021106666666666,53.36146420669744,161.99995957249482,48,100.0,0,[],0.249,0.0025000000000000005,0.7003268571042797,21.309535953269958
77,22.528621508514203,0.7031089931350287,100.0,100.0,100.0,100.0,100.0,0.6878044224789277,0.42072580694360906,0.9756134580998745,0.20866924661751843,0.9621991741126357,0.7144577724007586,0.3917130859488107,0.0,13.065252150000001,68.39508202314998,175.48054891878564,0,400,400,31.79166666666667,3274,429.3478260040283,0.1109740822627063,1.0,1.0,[],77,20.702732070168114,0.69359138120124,100.0,100.0,0.6860481759718885,0.4253148160681201,0.9724397606073832,0.1495589366415171,0.935741135682261,0.713356268746599,0.35202126326759015,10.707239583333333,53.8042302741562,164.01227382069916,48,100.0,0,[],0.24675,0.0023750000000000004,0.7003268571042797,21.309535953269958
78,22.516641128364476,0.7030434252279548,100.0,100.0,100.0,100.0,100.0,0.6878029675198489,0.42068014494866973,0.9751818590730322,0.20822557040204073,0.9606753817536128,0.7142180697505941,0.3894431479229169,0.0,12.965974300000001,68.35507218942742,175.1677655688036,0,400,400,31.54166666666667,3286,429.14535903930664,0.1093094710287657,1.0,1.0,[],78,20.937289265844928,0.6940198636146078,100.0,100.0,0.6861274181698772,0.42525596781594316,0.9717947717211978,0.15736128869334856,0.9418445073977227,0.7134748226450279,0.3619193988039166,11.589034583333335,53.80598228836991,167.7632911358887,48,100.0,0,[],0.2445,0.0022500000000000003,0.7003268571042797,21.309535953269958
79,22.08594646066472,0.6963076066008062,100.0,100.0,100.0,100.0,100.0,0.6877430640467496,0.4196932061674694,0.9680940712872002,0.17955416341878933,0.954685724211372,0.7126582501576689,0.376563087146087,0.0,14.15014775,45.41354969770207,146.88614106125894,0,400,400,34.875,3126,286.1494960784912,0.10766982896333421,1.0,1.0,[],79,20.99209506807462,0.6961618420590702,100.0,100.0,0.6865199568514427,0.4252350621677598,0.9718900302030701,0.16731569865953896,0.9417669313739315,0.7134823065269886,0.36293514061080656,11.476550416666667,53.5226854302285,169.7775489689229,48,100.0,0,[],0.24225,0.002125,0.7003268571042797,21.309535953269958
